,Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
181613,Kienan Valdez,M,SBD,Raw,17.5,18-19,Teen 2,59.6,66,,,,,112.5,,,,,85.0,,,,,150.0,347.5,2,298.2,316.09,290.64,408.26,Yes,,USAPL,2013-02-23,USA,WA,WA State Powerlifting Championships
1133129,Adrienne Branch,F,SBD,Single-ply,,,Girls,54.52,56,,,,,111.13,,,,,54.43,,,,,149.69,315.25,1,378.79,378.79,335.26,479.1,Yes,,THSWPA,2015-02-28,USA,TX,Girls Region 3 Division 2
856369,Padraig Clancy,M,SBD,Raw,19.0,18-19,Juniors 18-19,87.0,90,,,,,142.5,,,,,-90.0,,,,,,,DQ,,,,,,,USPA,2016-03-19,USA,VA,2nd Annual Virginia Open
528941,Lloyd Reid,M,SBD,Single-ply,,,Boys,84.19,89.8,,,,,163.29,,,,,106.59,,,,,181.44,451.32,9,298.76,298.76,288.31,393.17,Yes,,THSPA,2014-01-18,USA,TX,Forney Invitational-boys
519406,Sergio Villarreal,M,SBD,Single-ply,,,Boys,74.48,74.8,,,,,163.29,,,,,102.06,,,,,188.24,453.59,13,324.79,324.79,314.22,424.49,Yes,,THSPA,2015-02-28,USA,TX,Holy Cross Invitational
1071803,Jakelin Avila,F,SBD,Single-ply,,,Girls,77.02,82.3,,,,,86.18,,,,,,,,,,,,DQ,,,,,Yes,,THSWPA,2019-01-12,USA,TX,Academy Invitational Meet
336542,Jose Morales,M,SBD,Single-ply,,,Boys,66.95,67.1,,,,,154.22,,,,,113.4,,,,,172.37,439.98,6,341.47,341.47,331.31,442.67,Yes,USA,THSPA,2014-01-25,USA,TX,Weslaco High School Power Lifting Meet
971817,Michael Armour,M,SBD,Raw,25.5,24-34,SNR,110.0,110,,,,,260.82,,,,,206.38,,,,,306.17,773.37,1,455.12,455.12,435.98,665.79,,,RAWU,2015-11-05,USA,FL,Tony Conyers Extravaganza
288269,Josue Tobias,M,SBD,Single-ply,,,Boys,63.23,67.1,,,,,185.97,,,,,99.79,,,,,199.58,485.34,3,395.1,395.1,384.12,500.64,Yes,,THSPA,2015-01-17,USA,TX,Dr Leo G Cigarooa HS Powerlifting Meet
415549,Nathan Brown,M,SBD,Single-ply,,,Div 2,129.09,124.7+,,,,,226.8,,,,,113.4,,,,,,,DQ,,,,,Yes,,THSPA,2011-03-05,USA,TX,Region 6 Division 2 Championship
679610,Ryan Smith,M,SBD,Raw,46.5,45-49,MR-M1b,79.4,83,87.5,90.0,95.0,,95.0,60.0,80.0,82.5,,82.5,125.0,130.0,132.5,,132.5,310.0,1,212.65,227.11,205.45,276.87,Yes,USA,USAPL,2019-03-16,USA,CA,California State Games
374565,Ismael Rocha,M,SBD,Single-ply,,,Boys,107.95,109.7,,,,,265.35,,,,,124.74,,,,,231.33,621.42,1,367.88,367.88,352.65,454.62,Yes,,THSPA,2017-02-09,USA,TX,Florence Powerlifting Invitational
1302160,Jamie Smith,M,SBD,Single-ply,,,Open,114.4,125,,,,,212.5,,,,,155.0,,,,,235.0,602.5,2,350.58,350.58,335.29,430.02,Yes,Australia,CPU,1999-12-11,Canada,NL,Newfoundland Open
953504,Stanislav Ivanov,M,B,Raw,16.5,16-17,Open,63.05,66,,,,,,-95.0,95.0,100.0,,100.0,,,,,,100.0,5,81.61,88.14,79.35,504.11,Yes,,FPR,2018-02-10,Russia,ME,Mari El Bench Press Championships
230266,Cassandra Marriller,F,SBD,Raw,,,F-C-Open,63.0,63,107.5,112.5,115.0,,115.0,42.5,47.5,52.5,,52.5,115.0,125.0,-130.0,,125.0,292.5,3,314.13,314.13,277.38,503.64,Yes,,EPA,2018-03-17,England,,North Midlands Spring Divisional
223535,Steve Freides,M,D,Raw,61.0,60-64,60-64,67.5,67.5,,,,,,,,,,,,,,,149.69,149.69,1,115.41,157.65,111.95,374.72,Yes,USA,WNPF,2016-06-05,USA,NJ,Battle of the Border II
1000790,Ahti Kokkonen,M,SBD,Single-ply,,,Under 23,100.0,100,,,,,265.0,,,,,187.5,,,,,240.0,692.5,4,421.45,421.45,405.04,520.4,Yes,,SVNL,1982-12-11,Finland,,Nuorten 23 v. voimanoston SM-kisat
1086161,Esmerelda Luna,F,SBD,Single-ply,,,Girls,82.19,82.3,,,,,147.42,,,,,52.16,,,,,122.47,322.05,6,290.41,290.41,254.26,419.73,Yes,,THSWPA,2018-01-19,USA,TX,Cigarroa HS Toro Invitational Meet
937669,Joey Murphy,M,B,Single-ply,48.0,45-49,Masters 45-49,93.98,100,,,,,,,,,,260.82,,,,,,260.82,1,163.04,178.86,156.96,696.24,,USA,SPF,2017-12-02,USA,GA,Monster Mania Push/Pull
1293818,Kama Guezalova,F,SBD,Raw,,,Open,82.4,84,,,,,120.0,,,,,57.5,,,,,122.5,300.0,2,270.16,270.16,236.5,463.27,Yes,,CPU,2015-05-22,Canada,BC,BLM Spring Showdown
1304380,Amy Bishop,F,SBD,Single-ply,37.5,35-39,Open,61.0,67.5,,,,,150.0,,,,,82.5,,,,,182.5,415.0,1,456.81,456.81,403.53,569.99,Yes,Canada,CPU,2008-02-23,Canada,NS,East Coast Fitness Qualifier
749123,Shawn Frasquillo,M,SBD,Raw,27.0,24-34,MR-O,65.3,66,182.5,195.0,-202.5,,195.0,140.0,150.0,-155.0,,150.0,215.0,227.5,237.5,,237.5,582.5,1,461.43,461.43,448.07,688.56,Yes,USA,USAPL,2013-07-19,USA,FL,Raw Nationals
256561,Colton Russell,M,SBD,Single-ply,,,Boys,54.88,55.7,,,,,158.76,,,,,77.11,,,,,154.22,390.09,1,362.27,362.27,354.67,460.5,Yes,,THSPA,2012-01-14,USA,TX,5TH ANNUAL MOODY INVITATIONAL
1157188,Shelby Schexnayder,F,SBD,Single-ply,,,Girls,77.11,82.3,,,,,104.33,,,,,58.97,,,,,113.4,276.69,4,258.61,258.61,227.22,383.34,Yes,,THSWPA,2018-12-15,USA,TX,Nederland Invitational
279794,Sebastian Estrada,M,SBD,Single-ply,,,Boys,55.34,55.7,,,,,131.54,,,,,63.5,,,,,145.15,340.19,6,313.32,313.32,306.6,408.22,Yes,,THSPA,2014-02-01,USA,TX,Somerset Invitational
674153,Tonya Armour,F,SBD,Raw,47.5,45-49,FR-M1b,66.2,72,80.0,87.5,97.5,,97.5,47.5,52.5,-57.5,,52.5,95.0,105.0,115.0,,115.0,265.0,1,274.3,296.79,242.05,445.34,Yes,,USAPL,2017-12-02,USA,MI,Michigan State Meet
108092,Laura Kantor,F,SBD,Single-ply,,,Open,70.0,70,,,,,155.0,,,,,85.0,,,,,165.0,405.0,3,402.91,402.91,355.16,529.33,Yes,,ADFPA,1993-05-01,USA,NY,Women's Nationals
1077717,Dreanna McAdams,F,SBD,Single-ply,,,Girls,66.5,67.3,,,,,127.01,,,,,86.18,,,,,158.76,371.95,1,383.73,383.73,338.59,504.42,Yes,,THSWPA,2017-01-19,USA,TX,S&S High Schools Powerlifting Meet
897160,Jesus Sanchez,M,D,Raw,20.0,20-23,Juniors 20-23,73.6,75,,,,,,,,,,,,,,,197.5,197.5,1,142.61,146.89,138.01,491.91,,USA,USPA,2019-01-13,USA,CA,Ironborn Birthday Bash
446306,Jonathan Phillips,M,SBD,Single-ply,,,Boys,63.32,67.1,,,,,124.74,,,,,70.31,,,,,165.56,360.61,11,293.2,293.2,285.04,388.77,Yes,,THSPA,2014-02-01,USA,TX,Lone Oak
1336736,Jaccie Tufts,F,B,Single-ply,,,Juniors 20-25,82.5,82.5,,,,,,,,,,57.5,,,,,,57.5,1,51.75,51.75,45.3,399.7,Yes,USA,WABDL,2008-11-12,USA,NV,World Bench Press and Deadlift Championships
506241,Carlton Vance,M,SBD,Single-ply,,,Boys,65.68,67.1,,,,,151.95,,,,,81.65,,,,,145.15,378.75,7,298.59,298.59,289.88,395.08,Yes,,THSPA,2010-01-30,USA,TX,Kennedale Iron Kat Invitational
184699,James Windham,M,SBD,Single-ply,18.5,18-19,M-T3,73.2,74,-227.5,-237.5,-237.5,,,-160.0,160.0,-170.0,,160.0,-205.0,205.0,-227.5,,205.0,,DQ,,,,,Yes,,USAPL,2013-06-24,USA,TX,Men's Nationals
108459,Arlene Doucette,F,SBD,Single-ply,,,Teen 18-19,82.5,82.5,,,,,110.0,,,,,52.5,,,,,100.0,262.5,1,236.24,236.24,206.79,361.86,,USA,WPF,1999-12-17,USA,NV,World Championships
368493,Dominic Baca,M,SBD,Single-ply,,,Boys,66.68,67.1,,,,,142.88,,,,,97.52,,,,,188.24,428.64,4,333.76,333.76,323.87,434.09,Yes,,THSPA,2013-01-28,USA,TX,Dalhart Powerlifting Invitational
222719,David Martin #9,M,SBD,Wraps,,,50-59,75.0,75,,,,,142.88,,,,,115.67,,,,,,,DQ,,,,,Yes,,WNPF,2014-12-14,USA,NJ,Serge McCray Powerlifting & Single Lift Championships
659262,Rocco Carlino,M,SBD,Raw,17.5,18-19,MR-T3,91.8,93,187.5,200.0,212.5,,212.5,135.0,142.5,-150.0,,142.5,227.5,245.0,260.0,,260.0,615.0,5,388.76,412.08,374.47,573.5,Yes,,USAPL,2016-10-13,USA,GA,Raw Nationals
1383720,Dullal Miah,M,B,Raw,,,M-C-U23,70.3,74,,,,,,-115.0,120.0,125.0,,125.0,,,,,,125.0,1,93.37,93.37,90.46,575.8,Yes,,BP,2016-01-23,UK,,British Bench Press Championship
1410868,Dani Deason,F,BD,Raw,,,Amateur Open,62.69,67.5,,,,,,,,,,45.36,,,,,83.91,129.27,5,139.35,139.35,123.06,,Yes,,RPS,2017-08-12,USA,ME,Maine Push-Pull Championships
74602,Hutchinson,M,SBD,Single-ply,,,Novice,82.5,82.5,,,,,212.5,,,,,127.5,,,,,222.5,562.5,1,376.82,376.82,363.79,481.14,,USA,USPF,1986-05-17,USA,FL,Region IV Championships
1230967,Jozef Grega,M,SBD,Wraps,20.5,20-23,J,79.2,82.5,280.0,300.0,-315.0,,300.0,155.0,165.0,-170.0,,165.0,250.0,265.0,270.0,,270.0,735.0,1,505.0,515.1,487.93,774.08,,Slovakia,GPC,2014-10-24,Slovakia,,Carpathian Cup
1034023,Cameron McKenzie,M,SBD,Raw,20.5,20-23,Juniors,114.0,120,290.0,-300.0,-300.0,,290.0,177.5,-182.5,182.5,,182.5,307.5,322.5,330.0,,330.0,802.5,2,467.4,476.74,447.08,679.97,Yes,Australia,IPF,2014-06-01,South Africa,,World Classic Powerlifting Championships
546037,Martin Faber,M,B,Single-ply,32.5,24-34,Open,95.05,105,,,,,,165.0,-172.5,172.5,,172.5,,,,,,172.5,1,107.27,107.27,103.24,508.19,Yes,Denmark,DSF,2015-04-25,Denmark,,Jørgen Krog Cup Bænkpres
230554,Sarah Dulling,F,SBD,Raw,,,F-C-Open,66.75,67.5,,,,,98.0,,,,,55.0,,,,,120.0,273.0,1,280.88,280.88,247.82,457.58,Yes,,EPA,2009-04-25,England,,YNE Unequipped Powerlifting Championships
1134305,Ayde Ordaz,F,SBD,Single-ply,,,Girls,77.56,82.3,,,,,81.65,,,,,47.63,,,,,88.45,217.72,1,202.79,202.79,178.13,324.16,Yes,,THSWPA,2018-01-27,USA,TX,Yorktown Invitational Meet
1116975,Isabelle Gutierrez,F,SBD,Single-ply,,,Girls,73.12,75,,,,,142.88,,,,,77.11,,,,,142.88,362.87,4,350.6,350.6,308.68,477.83,Yes,,THSWPA,2019-01-19,USA,TX,Belton Powerlifting Meet
359125,Jose Garza,M,SBD,Single-ply,,,Boys,68.58,74.8,,,,,111.13,,,,,68.04,,,,,167.83,347.0,5,264.2,264.2,256.15,357.23,Yes,,THSPA,2016-01-14,USA,TX,Eddie Lucio Powerlifting Classic
503818,Corey Vance,M,SBD,Single-ply,,,Boys,61.42,67.1,,,,,90.72,,,,,63.5,,,,,136.08,290.3,12,242.42,242.42,235.96,332.86,Yes,,THSPA,2018-02-17,USA,TX,Maud Powerlifting Invitational
144556,M. Nixon,M,B,Single-ply,,,Open,60.0,60,,,,,,,,,,124.74,,,,,,124.74,2,106.39,106.39,103.66,555.81,,,USPF,1993-05-22,USA,FL,Harbour Island Bench Press
778939,Ruslan Ruzimuradov,M,SBD,Single-ply,18.5,18-19,Juniors,65.99,66,230.0,242.5,255.0,,255.0,175.0,182.5,187.5,,187.5,215.0,-232.5,-235.0,,215.0,657.5,2,516.33,536.98,501.2,635.56,Yes,Ukraine,EPF,2017-05-08,Spain,,European Equipped Powerlifting Championships
247105,David Romagneli,M,SBD,Single-ply,,,Boys,116.48,124.7,,,,,163.29,,,,,102.06,,,,,190.51,455.86,12,263.99,263.99,252.28,335.32,Yes,,THSPA,2018-01-27,USA,TX,Panther Power Invitational Final Results
998428,Timo Manninen,M,SBD,Single-ply,52.5,50-54,Over 50,72.2,75,,,,,170.0,,,,,125.0,,,,,225.0,520.0,1,380.75,443.57,368.63,486.95,Yes,Finland,SVNL,2001-04-22,Finland,,Veteraanien M40 voimanoston SM-kisat
86074,W. Lemire,M,SBD,Single-ply,,,Open,90.0,90,,,,,235.0,,,,,160.0,,,,,260.0,655.0,3,418.15,418.15,402.96,523.99,,,USPF,1993-10-09,USA,OK,Crain's Muscle World Open
1359480,Kimberly Kohlwey,F,SBD,Wraps,27.0,24-34,FOR,98.4,90+,102.5,105.0,110.0,,110.0,55.0,62.5,65.0,,65.0,115.0,130.0,137.5,,137.5,312.5,1,261.45,261.45,225.05,452.85,,,UPA,2018-04-21,USA,IA,National Championships
406608,Josh Vandygrift,M,SBD,Single-ply,,,Boys,55.11,55.7,,,,,124.74,,,,,68.04,,,,,127.01,319.78,4,295.74,295.74,289.47,389.26,Yes,,THSPA,2015-01-17,USA,TX,Chico 3rd Annual
1388890,Ruth Nicholson,F,SBD,Single-ply,,,F-E-U18,46.7,48,,,,,55.0,,,,,30.0,,,,,80.0,165.0,1,222.93,222.93,198.83,315.81,Yes,,BP,2009-01-24,England,,British Junior Powerlifting Championships
1328581,Jon Wolbers,M,D,Multi-ply,,,Law-Fire 64,100.0,100,,,,,,,,,,,,,,,260.0,260.0,1,158.23,158.23,152.07,535.77,Yes,Canada,WABDL,2015-08-22,USA,WA,Great Northern BP & DL
642896,Maxym Kozolup,M,B,Raw,14.5,13-15,O,66.5,67.5,,,,,,90.0,-105.0,105.0,,105.0,,,,,,105.0,1,81.94,96.69,79.52,505.83,Yes,,WPC-UKR,2008-04-05,Ukraine,,Ukrainian Amateur Raw Championships
613350,Susan McCallion,F,SBD,Multi-ply,59.0,55-59,M4,52.6,56,,,,-122.5,117.5,,,,,45.0,,,,,107.5,270.0,1,333.62,438.7,295.6,431.19,,USA,WPC,2008-08-01,USA,IL,Amateur Worlds
232532,Lee Richards,M,SBD,Raw,,,M-C-Open,123.6,120+,160.0,175.0,185.0,,185.0,140.0,150.0,160.0,,160.0,220.0,240.0,250.0,,250.0,595.0,1,339.85,339.85,323.89,459.98,Yes,USA,EPA,2012-06-17,England,,Kent Surrey & Sussex Powerlifting Championships
265204,Jimmy White,M,SBD,Single-ply,,,Boys,134.26,124.7+,,,,,272.16,,,,,183.7,,,,,226.8,682.66,2,383.98,383.98,364.48,445.78,Yes,,THSPA,2017-01-14,USA,TX,Magnolia Bulldog Powerlifting Meet
869064,Mario Bernal,M,SBD,Wraps,31.0,24-34,Open,87.7,90,,,,,195.0,,,,,115.0,,,,,220.0,530.0,1,342.95,342.95,330.68,497.66,,,USPA,2016-10-15,USA,CA,Grinder Open
1261021,Georgiy Yuldashev,M,SBD,Wraps,14.5,13-15,Pro Teen 13-15,59.0,60,-125.0,125.0,135.0,,135.0,75.0,-80.0,80.0,,80.0,120.0,-130.0,-130.0,,120.0,335.0,1,290.17,342.4,282.96,394.17,,Ukraine,WPA,2013-06-06,Ukraine,,European Championships
83805,Hiroyuki Isagawa,M,SBD,Single-ply,,,Open,56.0,56,,,,,210.0,,,,,160.0,,,,,235.0,605.0,1,550.76,550.76,538.57,663.98,Yes,Japan,JPA,1992-07-04,Japan,,Japanese Men's Nationals
579972,Bjørn Henrik Kvamme,M,B,Single-ply,,24-34,Open,85.5,90,,,,,,,,,,175.0,,,,,,175.0,1,114.83,114.83,110.78,546.42,Yes,,NSF,2001-05-12,Norway,,KM
993626,Ladislav Rolný,M,SBD,Single-ply,58.5,55-59,Open,65.5,67.5,,,,,155.0,,,,,107.5,,,,,170.0,432.5,2,341.74,441.18,331.8,442.66,Yes,Czechia,CSST,2007-03-03,Czechia,,Mistrovství Moravy Mužů a Žen
456409,Brady Macaulay,M,SBD,Single-ply,,,Boys,55.75,55.7,,,,,154.22,,,,,79.38,,,,,181.44,415.04,2,379.49,379.49,371.18,479.53,Yes,,THSPA,2018-02-03,USA,TX,Venus Powerlifing Meet
1153337,Sophia Romero,F,SBD,Single-ply,,,Girls,49.03,51.9,,,,,108.86,,,,,45.36,,,,,108.86,263.08,1,342.98,342.98,304.88,435.2,Yes,,THSWPA,2016-01-06,USA,TX,TSS Invitational 1
278441,Robert Kolman,M,SBD,Single-ply,,,Boys,74.93,82.1,,,,,138.35,,,,,79.38,,,,,142.88,360.61,11,257.12,257.12,248.72,348.87,Yes,,THSPA,2011-01-29,USA,TX,Cleveland Invitational
868085,Lorde A Grande,M,SBD,Raw,29.0,24-34,Open,105.1,110,,,,,190.0,,,,,150.0,,,,,250.0,590.0,2,352.44,352.44,338.18,501.63,,,USPA,2018-08-04,USA,CA,Grizz's Power House Gym Powerlifting Championship
1006672,Matti Tanskanen,M,SBD,Single-ply,,,Over 40,,125+,,,,,300.0,,,,,195.0,,,,,290.0,785.0,1,,,,,Yes,Finland,SVNL,1991-04-20,Finland,,Veteraanien M40 voimanoston SM-kisat
423871,John McCurdy,M,SBD,Single-ply,,,Boys,135.17,124.7+,,,,,174.63,,,,,138.35,,,,,165.56,478.54,4,268.87,268.87,255.14,326.55,Yes,,THSPA,2017-01-28,USA,TX,Sabine Bo Bates Invitational
309582,Noah Leverett,M,SBD,Single-ply,,,Boys,89.81,89.8,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2018-01-11,USA,TX,Burleson Elk Invitational
895841,Gabe Diaz,M,SBD,Raw,23.0,20-23,Open,117.0,125,,,,,260.0,,,,,182.5,,,,,275.0,717.5,2,415.04,415.04,396.55,590.11,,,USPA,2018-08-11,USA,AZ,Phoenix Europa
266222,Michael Garcia,M,SBD,Single-ply,,,Boys,99.16,99.7,,,,,181.44,,,,,115.67,,,,,192.78,489.88,1,299.15,299.15,287.58,385.93,Yes,,THSPA,2010-01-21,USA,TX,Palacios Boys Invitational
1202451,Evgeniya Panova,F,B,Raw,29.0,24-34,Amateur Open,55.5,56,,,,,,-45.0,47.5,-50.0,,47.5,,,,,,47.5,2,56.28,56.28,49.79,428.94,Yes,,WPC-RUS,2017-01-15,Russia,,CIS Open Championship
830723,Nicholas Kroncke,M,SBD,Raw,27.0,24-34,Open,107.86,110,,,,,172.5,,,,,137.5,,,,,242.5,552.5,1,327.16,327.16,313.64,456.96,,,USPA,2011-12-10,USA,CA,NORCAL Powerlifting Championships
1290906,Bruce Hellwinkel,M,B,Raw,,45-49,Masters 1,110.5,120,,,,,,,,,,197.5,,,,,,197.5,1,116.07,122.45,111.16,668.3,Yes,,CPU,2013-12-07,Canada,QC,Montreal Open
892208,Maritza Verduzco,F,D,Raw,30.0,24-34,Open,63.1,67.5,,,,,,,,,,,,,,,125.0,125.0,1,134.08,134.08,118.4,487.57,,,USPA,2018-05-05,USA,CA,Central Coast Open
404309,Noor Wafayee,M,SBD,Single-ply,15.5,16-17,Boys,88.04,89.8,,,,,124.74,,,,,90.72,,,,,158.76,374.21,11,241.64,273.06,232.98,327.81,Yes,,THSPA,2013-01-12,USA,TX,Timber Creek Invitational
214607,Kevin Gray #1,M,SBD,Raw,31.5,24-34,Open,55.3,59,190.0,210.0,222.5,,222.5,80.0,-92.5,-92.5,,80.0,125.0,137.5,150.0,,150.0,452.5,2,417.06,417.06,408.13,595.75,Yes,Australia,PA,2016-12-18,Australia,VIC,Obsidian Xmas Showdown
682061,Gavin Ackley,M,SBD,Raw,18.5,18-19,MR-T3,81.7,83,137.5,152.5,-155.0,,152.5,112.5,-122.5,-122.5,,112.5,175.0,185.0,-192.5,,185.0,450.0,2,303.24,315.37,292.8,431.09,Yes,,USAPL,2018-12-08,USA,WA,Team Phoinix Holiday Classic
251720,Dillon Torres,M,SBD,Single-ply,,,Varsity,71.21,74.8,,,,,183.7,,,,,120.2,,,,,192.78,496.68,2,367.41,367.41,355.85,472.03,Yes,,THSPA,2012-02-04,USA,TX,Calallen Asa Chambless Powerlifting Classic
879958,Anthony White #4,M,B,Single-ply,21.0,20-23,Juniors 20-23,83.46,90,,,,,,,,,,-167.5,,,,,,,DQ,,,,,,USA,USPA,2012-02-26,USA,AZ,Southwest Desert Powerlifting Classic
734377,Angelo Valecce,M,SBD,Raw,28.5,24-34,MR-O,92.75,93,182.5,190.0,197.5,,197.5,145.0,152.5,-160.0,,152.5,220.0,230.0,240.0,,240.0,590.0,5,371.11,371.11,357.38,543.07,Yes,,USAPL,2019-03-16,USA,PA,Pennsylvania State Championships
56030,小川 渉,M,SBD,Raw,33.5,24-34,Open,65.6,66,192.5,202.5,205.0,,205.0,135.0,140.0,142.5,,142.5,220.0,230.0,-240.0,,230.0,577.5,4,455.73,455.73,442.46,679.45,Yes,,JPA,2018-09-22,Japan,,Shiawaseki National Body Powerlifting Competition
241506,Ben Banks,M,SBD,Single-ply,,,M-E-Open,109.6,110,-270.0,270.0,-300.0,,270.0,210.0,-231.0,-231.0,,210.0,270.0,300.0,320.0,,320.0,800.0,1,471.32,471.32,451.56,565.52,Yes,,EPA,2007-03-18,England,,Anglian Open Powerlifting Championships
252214,Weston Skorrupa,M,SBD,Single-ply,,,Junior Varsity,45.81,51.7,,,,,47.63,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2013-01-05,USA,TX,CALHOUN BAYOU BRAWL
1375177,Artis Kronbergs,M,B,Raw,,20-23,J,102.2,110,,,,,,-160.0,160.0,-170.0,,160.0,,,,,,160.0,2,96.55,96.55,92.73,567.5,,,WPC-Latvia,2011-12-17,Latvia,,Latvian Championships
1113345,Bronwyn Culton,F,SBD,Single-ply,,,Girls,55.16,56,,,,,111.13,,,,,47.63,,,,,122.47,281.23,1,334.84,334.84,296.28,436.44,Yes,,THSWPA,2017-02-02,USA,TX,Dayton Powerlifting Meet
816812,Jacqueline Johnson,F,SBD,Raw,49.0,45-49,Masters 45-49,66.3,67.5,,,,,100.0,,,,,52.5,,,,,102.5,255.0,1,263.66,293.45,232.65,427.82,,,USPA,2017-10-21,USA,FL,Fort Lauderdale Fit Expo
745526,Cyrus Tyler,M,SBD,Raw,20.5,20-23,MR-Jr,81.0,83,182.5,192.5,200.0,,200.0,-112.5,112.5,-120.0,,112.5,215.0,-222.5,-222.5,,215.0,527.5,4,357.34,364.49,345.11,523.12,Yes,,USAPL,2018-07-21,USA,CT,CT Summer Showdown
1122335,Savannah Dickson,F,SBD,Single-ply,,,Girls,57.42,60.1,,,,,111.13,,,,,56.7,,,,,92.99,260.82,1,300.92,300.92,266.05,405.98,Yes,,THSWPA,2017-01-19,USA,TX,Lady Raider Invitational
320843,Noah Bryson,M,SBD,Single-ply,,,Boys,97.98,99.7,,,,,249.48,,,,,127.01,,,,,242.67,619.15,2,379.97,379.97,365.4,476.16,Yes,,THSPA,2017-01-21,USA,TX,Brazos Valley Invitational
149590,M. Itoh,M,SBD,Single-ply,,,Open,100.0,100,,,,,280.0,,,,,170.0,,,,,280.0,730.0,2,444.27,444.27,426.98,545.59,Yes,,JPA,1986-06-15,Japan,,Japanese Men's Nationals
23457,Andriy Chekanov,M,SBD,Single-ply,20.5,20-23,Open,103.45,110,240.0,260.0,-275.0,,260.0,140.0,150.0,160.0,,160.0,250.0,270.0,292.5,,292.5,712.5,8,428.03,436.59,410.93,524.56,Yes,Ukraine,UkrainePF,1999-09-24,Ukraine,,Ukrainian Powerlifting Cup
1173891,Janae Law,F,SBD,Single-ply,,,Girls,84.46,90,,,,,99.79,,,,,54.43,,,,,90.72,244.94,3,217.83,217.83,190.36,342.67,Yes,,THSWPA,2019-01-17,USA,TX,Centennial Invitational
1317118,Krishnal Deo,M,SBD,Raw,,,Juniors,83.1,93,,,,,167.5,,,,,112.5,,,,,220.0,500.0,2,333.51,333.51,321.93,482.54,Yes,,CPU,2013-02-10,Canada,BC,BCPA Winter Open
506297,Jesus Varela Goicoechea,M,SBD,Single-ply,,,Boys,76.29,82.1,,,,,115.67,,,,,90.72,,,,,142.88,349.27,24,245.98,245.98,237.85,336.19,Yes,Spain,THSPA,2010-01-30,USA,TX,Kennedale Iron Kat Invitational
708309,Teppei Kotake,M,SBD,Raw,18.5,18-19,MR-C,73.4,74,147.5,155.0,160.0,,160.0,92.5,97.5,-102.5,,97.5,-207.5,-207.5,207.5,,207.5,465.0,1,336.43,349.89,325.59,485.49,Yes,,USAPL,2019-03-10,USA,MA,9rd Annual Ryan Moore New England States Open High School Championship
216392,Vladislav Volchanov,M,B,Raw,42.0,40-44,Pro Open,86.4,90,,,,,,165.0,-175.0,177.5,,177.5,,,,,,177.5,4,115.79,118.11,111.68,702.16,,,RPU,2018-06-22,Russia,,Russian Championship
1318521,Florent Romain,M,D,Raw,25.0,24-34,M_O_R_WPC,81.7,82.5,,,,,,,,,,,220.0,-242.5,-242.5,,220.0,220.0,2,148.25,148.25,143.15,524.58,,,WPC-France,2018-04-14,France,,Finale France
1253942,Ruan Retief,M,SBD,Raw,35.5,35-39,Open,101.75,105,-190.0,-200.0,-200.0,,,110.0,-120.0,120.0,,120.0,200.0,-230.0,-230.0,,200.0,,DQ,,,,,Yes,,SAPF,2015-02-14,South Africa,,Raw Powerlifting Qualifier
445041,Dillon Atkins,M,SBD,Single-ply,,,Boys,88.9,89.8,,,,,147.42,,,,,70.31,,,,,151.95,369.68,11,237.5,237.5,228.93,322.82,Yes,,THSPA,2010-01-16,USA,TX,Brownsboro Invitational
247843,Eduardo Garza,M,SBD,Single-ply,13.0,13-15,Boys,125.65,124.7+,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2012-02-04,USA,TX,J. W. Nixon Powerlifting Championships Boys
639411,Volodymyr Slyvyak,M,SBD,Multi-ply,28.5,24-34,O,103.2,110,125.0,-130.0,,,125.0,70.0,-75.0,,,70.0,-170.0,,,,,,DQ,,,,,,Ukraine,WPC-UKR,2008-05-08,Ukraine,,Ukrainian Championships
543158,Jørgen Rasmussen,M,B,Single-ply,33.5,24-34,Open,87.1,90,,,,,,,,,,155.0,,,,,,155.0,2,100.67,100.67,97.08,495.89,Yes,,DSF,2007-04-21,Denmark,,Nordfyn Bænkpres
67290,Caile Bradham,M,SBD,Raw,23.0,20-23,Open,83.64,90,158.76,172.37,183.7,,183.7,-106.59,106.59,-120.2,,106.59,213.19,226.8,-244.94,,226.8,517.1,2,343.61,343.61,331.63,499.66,,,APA,2017-02-11,USA,MS,Magnolia Open Championships
794280,Michael Nielsen,M,B,Single-ply,,,Open,64.6,67.5,,,,,,140.0,-152.5,-152.5,,140.0,,,,,,140.0,2,111.91,111.91,108.71,567.13,Yes,Denmark,NordicPF,2005-05-07,Denmark,,Nordic Bench Press Championships
